 Schmidt;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;;
;;;;;;
;;;;;;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;;;;;;
;;;;;;
;;;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Seifert;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;;
;;;;;;
;;;;;;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;;;;;;
;;;;;;
;;;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Senger;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;;
;;;;;;
;;;;;;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;;;;;;
;;;;;;
;;;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Vogelsang;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;Informatik 2;Informatik 2;;;
;;E203;E303;;;
;;Vogelsang;Vogelsang;;;
09:50-11:20;;;Informatik 2 Übung;Informatik 2 Übung;Labor Benutzeroberflächen;
;;;E203;E201;E305;
;;;Vogelsang, Weidner;Vogelsang, Weidner;Vogelsang;
11:30-13:00;;Teamteaching;;;;
;;E213;;;;
;;Vogelsang;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;Benutzeroberflächen;;;
;;;E213;;;
;;;Vogelsang;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Weidner;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;;
;;;;;;
;;;;;;
09:50-11:20;;;Informatik 2 Übung;Informatik 2 Übung;;
;;;E203;E201;;
;;;Vogelsang, Weidner;Vogelsang, Weidner;;
11:30-13:00;;;;;;
;;;;;;
;;;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Wirth;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;;
;;;;;;
;;;;;;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;;;;;;
;;;;;;
;;;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Zimmermann;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;;
;;;;;;
;;;;;;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;;;;;;
;;;;;;
;;;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Budwitz;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Automat. Labor;Automatisierung;Automatisierung;Automatisierung;;
;E301;E302;E304;E302;;
;Budwitz;Budwitz;Budwitz;Budwitz;;
09:50-11:20;Automat. Labor;;;Automatisierung;;
;E301;;;E305;;
;Budwitz;;;Budwitz;;
11:30-13:00;;Automat. Labor;;;;
;;E304;;;;
;;Budwitz;;;;
14:00-15:30;;Automat. Labor;;;;
;;E304;;;;
;;Budwitz;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Steiniger;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;DB-Praktikum;;DB1 und K-Netze1;
;;;E301;;E305;
;;;Steiniger;;Gmeiner, Steiniger;
09:50-11:20;;DB1 und K-Netze1;DB-Praktikum;DB1 und K-Netze1;DB-Praktikum;
;;E302;E301;E302;E201;
;;Gmeiner, Steiniger;Steiniger;Gmeiner, Steiniger;Steiniger;
11:30-13:00;;DB1 und K-Netze1;;;DB-Praktikum;
;;E305;;;E201;
;;Gmeiner, Steiniger;;;Steiniger;
14:00-15:30;;;DB1 und K-Netze1;DB1 und K-Netze1;;
;;;E203;E201;;
;;;Gmeiner, Steiniger;Gmeiner, Steiniger;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Mussgnug;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Mensch-Maschine-Kommunikation;;;;;
;E213;;;;;
;Mussgnug;;;;;
09:50-11:20;Mensch-Maschine-Kommunikation;;;;;
;E213;;;;;
;Mussgnug;;;;;
11:30-13:00;Mensch-Maschine-Kommunikation;;;;;
;E203;;;;;
;Mussgnug;;;;;
14:00-15:30;Mensch-Maschine-Kommunikation;;;;;
;E203;;;;;
;Mussgnug;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Thielemann;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Praxisvorbereitung;;;Praxisvorbereitung;;
;E302;;;E304;;
;Körner, Thielemann;;;Körner, Thielemann;;
09:50-11:20;Praxisvorbereitung;;;Praxisvorbereitung;;
;E302;;;E304;;
;Körner, Thielemann;;;Körner, Thielemann;;
11:30-13:00;Praxisvorbereitung;;;Praxisvorbereitung;;
;E302;;;E304;;
;Körner, Thielemann;;;Körner, Thielemann;;
14:00-15:30;;;;Rhetorik;;
;;;;E213;;
;;;;Thielemann;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Rotert;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;DB2 und K-Netze2;
;;;;;E304;
;;;;;Rotert;
09:50-11:20;;;;DB2 und K-Netze2;;
;;;;E203;;
;;;;Rotert;;
11:30-13:00;;;;DB2 und K-Netze2;;
;;;;E303;;
;;;;Rotert;;
14:00-15:30;;;;;DB2 und K-Netze2;
;;;;;E304;
;;;;;Rotert;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Burghart;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;;
;;;;;;
;;;;;;
09:50-11:20;;Autonome Systeme und RA;;Autonome Systeme und RA;Autonome Systeme und RA;
;;E303;;E213;E203;
;;Burghart, Ditzinger;;Burghart, Ditzinger;Burghart, Ditzinger;
11:30-13:00;;;;;;
;;;;;;
;;;;;;
14:00-15:30;Autonome Systeme und RA;;;;;
;E201;;;;;
;Burghart, Ditzinger;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Haag;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Robotics;;;;;
;E305;;;;;
;Haag;;;;;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;;;;;;
;;;;;;
;;;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Rose;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;;
;;;;;;
;;;;;;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;;;;;Intercultural Comm.;
;;;;;E213;
;;;;;Rose;
14:00-15:30;;;Intercultural Comm.;;;
;;;E213;;;
;;;Rose;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Stumpf;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;;
;;;;;;
;;;;;;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;Recht;;;;;
;E301;;;;;
;Stumpf;;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Supp;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;Modellb. SW-Entw.;;;
;;;E305;;;
;;;Supp;;;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;;;;;;
;;;;;;
;;;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Magschok;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;Networksecurity;
;;;;;E301;
;;;;;Magschok;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;;;;;;
;;;;;;
;;;;;;
14:00-15:30;;;;;Advanced Networking;
;;;;;E203;
;;;;;Magschok;
15:40-17:10;;;;;Advanced Networking;
;;;;;E203;
;;;;;Magschok;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
 Sutterer;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Technische Informatik 1 Übung;;;Technische Informatik 1;;
;E203;;;E203;;
;Hoffmann, Sutterer;;;Hoffmann, Sutterer;;
09:50-11:20;;Technische Informatik 1;;;Technische Informatik 1 Übung;
;;E213;;;E302;
;;Hoffmann, Sutterer;;;Hoffmann, Sutterer;
11:30-13:00;Technische Informatik 1;;;;;
;E303;;;;;
;Hoffmann, Sutterer;;;;;
14:00-15:30;;;;Technische Informatik 1;;
;;;;E304;;
;;;;Hoffmann, Sutterer;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
E201;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Data Mining;Embedded Software;Theoretische Informatik 1;Visualization and Semantics;Verteilte Informationssysteme;
;IM2;IB6;IB1b;IM1;IM1;
;Laubenheimer;Hoffmann;Körner;Henning;Gremminger;
09:50-11:20;Softwarelabor;Praxisnachbereitung;;Informatik 2 Übung;DB-Praktikum;
;IB2;IB4;;IB2;IB3a;
;;Morgenstern;;Vogelsang, Weidner;Steiniger;
11:30-13:00;Softwarelabor;Digital-Labor;;Seminar;DB-Praktikum;
;IB2;IB2;;IM2;IB3a;
;;Ditzinger, Link;;Alle Professoren;Steiniger;
14:00-15:30;Autonome Systeme und RA;Digital-Labor;;DB1 und K-Netze1;Verteilte Informationssysteme;
;IB5a;IB2;;IB3a;IB5b;
;Burghart, Ditzinger;Ditzinger, Link;;Gmeiner, Steiniger;Gremminger;
15:40-17:10;;Digital-Labor;;;;
;;IB2;;;;
;;Ditzinger, Link;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
E203;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Technische Informatik 1 Übung;Informatik 2;ERP-Systeme;Technische Informatik 1;Informatik 1;
;IB1a;IB2;IB5b;IB1a;IB1a;
;Hoffmann, Sutterer;Vogelsang;Philipp;Hoffmann, Sutterer;Pape;
09:50-11:20;Informatik 1;Sprachen und Metasprachen;Informatik 2 Übung;DB2 und K-Netze2;Autonome Systeme und RA;
;IB1b;IB2;IB2;IB5b;IB5b;
;Pape;Körner;Vogelsang, Weidner;Rotert;Burghart, Ditzinger;
11:30-13:00;Mensch-Maschine-Kommunikation;IT Service Management;;;Mathematik 1;
;IB3a;IM1;;;IB1b;
;Mussgnug;Philipp;;;Schaefer;
14:00-15:30;Mensch-Maschine-Kommunikation;Modellierung und Simulation;DB1 und K-Netze1;;Advanced Networking;
;IB3a;IM1;IB3b;;IB6;
;Mussgnug;Nestler;Gmeiner, Steiniger;;Magschok;
15:40-17:10;;Business Intelligence;;;Advanced Networking;
;;IB6;;;IB6;
;;Haneke;;;Magschok;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
E213;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Mensch-Maschine-Kommunikation;Mathematik 1;Intelligente Systeme;Spez. Kap. Software Engineering;BWL;
;IB3b;IB1a;IM1;IB6;IB3b;
;Mussgnug;Schaefer;Link;Fuchß;Haneke;
09:50-11:20;Mensch-Maschine-Kommunikation;Technische Informatik 1;ERP-Systeme;Autonome Systeme und RA;IT-Consulting;
;IB3b;IB1a;IB5a;IB5a;IB6;
;Mussgnug;Hoffmann, Sutterer;Philipp;Burghart, Ditzinger;Philipp;
11:30-13:00;Multimedia;Teamteaching;;Technische Informatik 2;Intercultural Comm.;
;IB7;IB7;;IB2;IB6;
;Henning;Vogelsang;;Ditzinger;Rose;
14:00-15:30;;Computergrafik;Intercultural Comm.;Rhetorik;Web-Programming;
;;IB6;IB6;IB6;IB2;
;;Henning;Rose;Thielemann;Pape;
15:40-17:10;Computergrafik;;Benutzeroberflächen;Theoretische Informatik 1;;
;IB6;;IB6;IB1b;;
;Henning;;Vogelsang;Körner;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
E301;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Automat. Labor;Fremdsprachen;DB-Praktikum;ERP-Systeme;Networksecurity;
;IB3a;IB1b;IB3b;IB5b;IB6;
;Budwitz;;Steiniger;Philipp;Magschok;
09:50-11:20;Automat. Labor;Fremdsprachen;DB-Praktikum;High Performance Computing;High Performance Computing;
;IB3a;IB1b;IB3b;IB7;IB7;
;Budwitz;;Steiniger;Nestler;Nestler;
11:30-13:00;Recht;Geschäftsprozesse;;High Performance Computing;High Performance Computing;
;IB6;IB6;;IB7;IB7;
;Stumpf;Haneke;;Nestler;Nestler;
14:00-15:30;Computer Vision;Informatik 1;;;Datenrepräsentation und -übertragung;
;IB6;IB1b;;;IM1;
;Laubenheimer;Pape;;;Hoffmann;
15:40-17:10;Projektmanagement;;;;;
;IB7;;;;;
;Haneke;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
E302;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Praxisvorbereitung;Automatisierung;Fremdsprachen;Automatisierung;Dialog Systems;
;IB4;IB3b;IB1a;IB3b;IM2;
;Körner, Thielemann;Budwitz;;Budwitz;Bröckl;
09:50-11:20;Praxisvorbereitung;DB1 und K-Netze1;Fremdsprachen;DB1 und K-Netze1;Technische Informatik 1 Übung;
;IB4;IB3b;IB1a;IB3b;IB1b;
;Körner, Thielemann;Gmeiner, Steiniger;;Gmeiner, Steiniger;Hoffmann, Sutterer;
11:30-13:00;Praxisvorbereitung;Angewandte Kryptografie;;BWL;ERP-Systeme;
;IB4;IM2;;IB3b;IB5a;
;Körner, Thielemann;Schaefer;;Haneke;Philipp;
14:00-15:30;;;;;BWL;
;;;;;IB3a;
;;;;;Haneke;
15:40-17:10;;;;;ERP-Labor;
;;;;;IB5a;
;;;;;Philipp;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
E303;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Technische Informatik 2;ERP-Labor;Informatik 2;Mathematik 2 Labor;Softwarelabor;
;IB2;IB5b;IB2;IB2;IB2;
;Ditzinger;Philipp;Vogelsang;Laubenheimer;;
09:50-11:20;Labor Verteilte Systeme;Autonome Systeme und RA;Labor Bildverarbeitung;Mobile Systeme;Softwarelabor;
;IM2;IB5b;IB6;IM1;IB2;
;Gremminger;Burghart, Ditzinger;Laubenheimer;Fuchß;;
11:30-13:00;Technische Informatik 1;Informatik 1;;DB2 und K-Netze2;Mathematik 2;
;IB1b;IB1a;;IB5a;IB2;
;Hoffmann, Sutterer;Pape;;Rotert;Laubenheimer;
14:00-15:30;;Algorithmenentwurf;;Mathematik 1;;
;;IM2;;IB1a;;
;;Körner;;Schaefer;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
E304;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Projektarbeit1;Projektarbeit2;Automatisierung;Praxisvorbereitung;DB2 und K-Netze2;
;IM1;IM2;IB3a;IB4;IB5b;
;Alle Professoren;Alle Professoren;Budwitz;Körner, Thielemann;Rotert;
09:50-11:20;Projektarbeit1;Projektarbeit2;Verteilte Informationssysteme;Praxisvorbereitung;;
;IM1;IM2;IB5b;IB4;;
;Alle Professoren;Alle Professoren;Gremminger;Körner, Thielemann;;
11:30-13:00;Projektarbeit1;Automat. Labor;;Praxisvorbereitung;Algorithmen Übung;
;IM1;IB3b;;IB4;IM2;
;Alle Professoren;Budwitz;;Körner, Thielemann;Pape;
14:00-15:30;Theoretische Informatik 1;Automat. Labor;Theoretische Informatik 1;Technische Informatik 1;DB2 und K-Netze2;
;IB1a;IB3b;IB1a;IB1b;IB5a;
;Körner;Budwitz;Körner;Hoffmann, Sutterer;Rotert;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
E305;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;Robotics;Führungskräftetraining;Modellb. SW-Entw.;BWL;DB1 und K-Netze1;
;IB6;IM1;IB6;IB3a;IB3a;
;Haag;Hüttel;Supp;Haneke;Gmeiner, Steiniger;
09:50-11:20;Seminar;Gameprogramming;IT-Sicherheit;Automatisierung;Labor Benutzeroberflächen;
;IB6;IB6;IM2;IB3a;IM2;
;Alle Professoren;Henning;Schaefer;Budwitz;Vogelsang;
11:30-13:00;;DB1 und K-Netze1;;Mathematik 1;IT Projektmanagement;
;;IB3a;;IB1b;IM1;
;;Gmeiner, Steiniger;;Schaefer;Haneke;
14:00-15:30;Qualitätssicherung;;;;;
;IB7;;;;;
;Hoffmann;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
LI008;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;Verteilte Informationssysteme Labor;;;
;;;IB5a;;;
;;;Gremminger;;;
09:50-11:20;;;;Mathematik 1 Labor;;
;;;;IB1a;;
;;;;Schaefer;;
11:30-13:00;Informatik 1 Übung;;;;;
;IB1a;;;;;
;Pape;;;;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;Systemnah. Progr.;;;;
;;IB3b;;;;
;;Fuchß;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
LI136;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;;;
;;;;;;
;;;;;;
09:50-11:20;;;;;;
;;;;;;
;;;;;;
11:30-13:00;;;;Systemnah. Progr.;;
;;;;IB3a;;
;;;;Fuchß;;
14:00-15:30;;;;Systemnah. Progr.;;
;;;;IB3b;;
;;;;Fuchß;;
15:40-17:10;;;Systemnah. Progr.;;;
;;;IB3b;;;
;;;Fuchß;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
LI137;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;;;;Verteilte Informationssysteme Labor;Mathematik 1 Labor;
;;;;IB5a;IB1b;
;;;;Gremminger;Schaefer;
09:50-11:20;Labor Autonome Systeme;;Systemnah. Progr.;Embedded Labor;;
;IB7;;IB3a;IB6;;
;Link;;Fuchß;Hoffmann;;
11:30-13:00;;;;Embedded Labor;;
;;;;IB6;;
;;;;Hoffmann;;
14:00-15:30;;;;;;
;;;;;;
;;;;;;
15:40-17:10;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
LI141;Monday;Tuesday;Wednesday;Thursday;Friday;
08:00-09:30;SW-Engineering;SW-Engineering;;Mathematik 1 Labor;;
;IB5b;IB5a;;IB1b;;
;Fuchß;Fuchß;;Schaefer;;
09:50-11:20;SW-Engineering;SW-Engineering;Visualization and Semantics Lab;Informatik 1 Übung;Mathematik 1 Labor;
;IB5b;IB5a;IM1;IB1b;IB1a;
;Fuchß;Fuchß;Henning;Pape;Schaefer;
11:30-13:00;SW-Engineering;SW-Engineering;;;;
;IB5b;IB5a;;;;
;Fuchß;Fuchß;;;;
14:00-15:30;SW-Engineering;SW-Engineering;;;;
;IB5b;IB5a;;;;
;Fuchß;Fuchß;;;;
15:40-17:10;Systemnah. Progr.;;;;;
;IB3a;;;;;
;Fuchß;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
